SampleID	0	ASDC	B Memory-1	B Memory-2	BMCP-1	BMCP-2	CD4 TCM	CD8 TEM	CLP	Classical-Mono	ERP-1	ERP-2	ERP-3	ERP-4	ERP-5	ERP-6	ERP-7	ERP-8	Erythroblast-1	Erythroblast-2	Erythroblast-3	HSC-1	HSC-2	Intermediate Mono-1	Intermediate Mono-2	Intermediate Mono-3	LMPP-1	LMPP-1-cycling	LMPP-2	MAIT	MDP-1	MDP-2	MDP-3	MDP-4	MDP-5	MDP-6	MEP-1	MEP-2	MEP-Eryth-1	MEP-Eryth-2	MK-Platelet	MKP-early	MKP-late	MPP-1	MPP-2	MPP-MEP	MSC Fibroblast-1	MSC Fibroblast-2	Mac	Mono-1	Mono-2	MultiLin-GMP-1	MultiLin-GMP-2	MultiLin-GMP-3	Multilin-1	Multilin-2	Myeloid intermediate 1	Myeloid intermediate 2	Myeloid intermediate 3	NK-Mature	Non-Classical Mono-1	Non-Classical Mono-2	Osteoblast	Plasma Cell	Pro-B-1	Pro-B-2	Pro-B-3	Pro-B-Early	Pro-B-Early-cycling	Pro-B-cycling-1	Pro-B-cycling-2	Stromal Vascular	T CD4 Activated	T CD4 Naive-1	T CD4 Naive-2	T CD8 Naive	Transitional-B-1	Transitional-B-2	cDC1	cDC2-1	cDC2-2	cMOP	immNeu-1	immNeu-2	pDC	pre-B	pre-DC-1	pre-DC-2	pre-DC-3	preNeu
Colorado:AML-08	0	15	20	10	1	0	370	19	5	36	0	0	0	0	0	0	0	0	0	0	13	1	1	44	201	519	0	56	617	54	1887	29	10	0	0	0	10	17	0	16	0	1	0	0	0	128	0	0	0	3	35	19	2	0	26	160	0	21	1	285	0	43	0	10	0	0	1	1	0	1	0	0	0	502	1	5	0	0	398	109	312	0	0	0	42	0	10	43	311	0
Colorado:AML-09	0	0	59	4	8	0	15	13	0	70	0	0	0	0	0	0	0	0	0	0	7	0	0	110	148	879	21	1615	1127	29	2	578	0	0	0	0	12	81	0	0	0	2	0	0	0	804	0	0	0	18	22	290	88	17	76	182	5	66	17	140	0	35	0	1	0	0	0	0	0	0	0	0	0	27	0	3	0	0	23	6	0	4	2	21	0	0	0	5	0	33
Colorado:AML-10	0	0	70	3	3	0	97	142	1	113	0	1	0	0	0	0	0	0	0	2	11	0	0	134	295	1978	126	1492	963	75	11	635	4	0	0	0	48	88	0	6	0	7	2	8	1	1195	0	0	0	13	91	585	307	91	510	704	43	391	109	436	0	253	0	0	0	0	1	0	0	0	0	0	0	63	1	8	0	0	27	12	1	32	4	7	3	0	0	168	0	132
Colorado:AML-11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colorado:AML-12	0	0	7	2	0	0	12	8	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	144	67	260	1	134	1802	4	44	43	0	0	0	0	37	50	0	2	0	0	0	5	0	1497	0	0	0	0	11	343	0	0	47	7	0	20	0	33	0	125	0	1	0	0	0	1	0	0	0	0	0	27	0	1	0	0	147	37	15	0	0	0	0	0	0	0	3	1
Colorado:AML-13	0	0	25	26	157	0	20	4	1	196	0	0	0	0	0	0	0	0	0	0	0	0	0	1170	170	319	0	1	99	1	57	17	0	0	0	0	6	6	0	0	0	0	0	2	0	2617	0	0	0	27	135	1981	0	0	2	0	21	13	255	10	0	90	0	1	0	0	0	0	0	0	0	0	0	10	0	1	0	0	32	0	1	7	0	3	0	0	0	5	0	16
Colorado:AML-14	0	2	66	15	45	0	60	8	0	58	0	0	0	0	0	0	0	0	0	2	0	0	0	766	398	1246	3	639	73	40	13	90	13	0	0	0	238	130	1	16	0	0	0	2	0	1005	0	0	0	154	207	1205	226	151	400	6	82	184	133	44	1	107	0	1	0	0	0	0	0	0	0	0	0	114	4	71	0	0	113	93	39	95	2	5	1	0	0	46	6	119
Colorado:AML-15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colorado:AML-16	0	0	209	128	0	0	76	49	0	846	0	0	0	0	0	0	0	0	1	0	11	0	0	227	182	1538	0	0	7	19	39	395	0	0	0	0	4	7	1	0	0	6	1	0	0	7	0	0	0	387	3361	377	1	0	25	0	2	759	62	47	0	20	0	4	0	0	0	0	0	0	0	0	0	145	1	29	0	0	534	2	0	20	0	0	0	0	2	393	0	6
Colorado:AML-17	0	0	83	13	1	0	31	6	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	555	946	1470	1	3	9	8	4	26	3	0	1	0	2	0	0	0	0	1	0	0	0	14	0	0	0	5	121	117	2	0	9	0	0	11	4	50	0	520	0	1	0	0	0	0	0	0	0	0	0	123	1	11	0	0	100	109	58	0	0	0	10	0	0	23	32	3
Colorado:AML-18	0	0	216	62	2	0	76	162	0	46	0	0	0	0	0	0	0	0	0	0	26	0	0	863	2004	2685	0	2	6	75	7	5	0	0	0	0	0	2	0	2	0	2	0	6	0	7	0	0	0	23	242	149	0	0	1	0	2	1	14	203	0	416	0	2	0	0	0	0	0	0	0	0	0	208	4	8	0	0	232	79	4	4	0	0	0	0	0	65	0	1
Colorado:AML-19	0	0	4	4	0	0	38	2	0	61	0	1	0	0	0	0	0	0	0	0	0	0	0	404	250	6380	0	12	67	2	30	78	0	0	0	2	84	32	0	3	0	7	1	0	0	365	0	0	0	118	914	597	0	0	50	0	48	43	99	87	0	42	0	3	0	0	0	0	0	0	0	0	0	58	0	4	0	0	371	108	2	96	8	24	0	0	1	132	1	16
Colorado:AML-20	0	0	136	1	0	0	34	33	0	308	0	0	0	0	0	0	0	0	0	0	10	0	0	465	157	1534	0	3	1	28	1	1	0	0	0	0	3	3	0	0	0	2	0	0	0	28	0	0	0	150	604	386	0	0	1	0	20	32	51	111	0	63	0	0	0	0	0	0	0	0	0	1	0	63	0	16	0	0	31	11	0	43	3	1	0	0	0	36	0	21
Colorado:AML-21	0	2	21	14	22	0	29	5	1	8	1	0	1	0	0	0	0	0	0	0	2	0	0	111	48	208	25	1460	2381	6	42	243	1	0	0	0	29	334	1	10	0	11	4	3	1	699	0	0	0	0	6	116	19	12	564	1583	4	52	17	18	0	17	0	0	0	0	0	0	0	0	0	0	0	37	0	5	0	0	109	46	17	0	0	0	0	0	0	7	2	5
Colorado:AML-22	0	0	13	28	92	0	1	0	0	25	133	43	20	43	15	13	0	10	3	0	0	1	1	61	12	81	6	176	218	0	16	18	2	0	0	0	96	2194	31	158	6	240	72	130	7	1634	0	0	0	0	9	126	1	0	3	8	0	1	0	8	2	45	0	1	0	0	0	0	0	0	1	0	0	14	0	0	0	0	4	1	0	0	0	2	2	0	0	0	0	0
Colorado:AML-23	0	0	132	26	0	0	54	95	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	60	409	834	0	3	6	70	26	185	0	0	0	0	52	2	0	1	0	1	0	0	0	85	0	0	1	96	666	337	13	13	42	2	393	778	763	148	0	41	0	4	0	0	0	0	0	0	0	0	0	74	0	10	0	0	387	15	0	95	22	11	0	0	4	326	0	251
Colorado:AML-24	0	1	43	39	1	0	58	73	0	368	3	4	0	8	10	1	7	14	15	21	475	0	0	1330	676	1102	13	13	0	26	0	7	1	0	0	1	5	6	3	10	0	1	3	5	1	10	0	0	0	671	673	49	5	1	3	0	69	36	2236	264	2	79	0	3	0	0	0	0	0	1	0	0	0	160	0	19	0	0	55	20	55	881	0	2	11	0	2	28	13	3
Colorado:Pt-12_Dx	0	0	16	10	0	0	25	32	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	15	81	891	0	346	166	16	0	8	0	1	0	0	0	0	0	0	0	0	0	10	3	527	0	0	0	145	181	22	0	3	3	1	1	13	5	65	1	29	0	1	0	0	0	0	0	0	0	0	0	115	1	9	0	0	37	0	0	14	1	0	0	0	0	10	0	1
Colorado:Pt-12_Rl	0	0	3	1	0	0	107	76	0	0	0	0	2	0	1	0	2	5	4	1	101	0	0	7	4	148	0	2	24	34	5	240	0	0	0	0	0	2	0	4	0	1	1	0	0	0	1	0	0	323	107	159	0	0	3	0	1	602	388	30	0	11	0	2	0	0	0	0	0	0	0	0	16	80	2	7	0	0	102	0	0	28	0	0	0	0	0	39	0	0
Colorado:Pt-16_Dx	0	0	136	5	0	0	358	118	0	38	0	0	0	0	0	0	0	0	13	11	244	0	0	334	14	103	43	79	0	84	0	1	0	0	0	0	2	27	0	0	0	0	0	0	2	784	0	0	0	23	26	3158	72	27	38	0	279	12	872	50	56	11	0	1	0	0	0	0	0	0	0	0	206	360	2	77	0	0	2	0	0	26	47	15	0	0	0	0	0	347
Colorado:Pt-20_Dx	0	0	342	18	10	0	23	5	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	628	189	645	9	81	5	0	4	5	0	0	0	0	12	305	0	0	0	19	0	2	0	239	0	0	0	1	37	1005	17	13	38	1	7	5	38	41	3	119	0	1	0	0	0	0	0	0	0	0	0	22	1	5	0	0	46	22	41	15	22	128	0	0	0	4	0	302
Colorado:Pt-69_Dx	0	0	297	5	7	0	173	74	0	313	0	0	0	0	0	0	0	0	0	0	16	0	1	163	105	1900	1	29	16	96	5	0	0	0	0	0	4	12	0	1	0	20	4	72	6	101	0	0	0	66	992	97	0	0	2	0	0	16	4	138	0	124	0	25	0	0	0	0	0	1	0	0	406	885	0	180	1	0	5	40	21	30	0	0	0	0	0	78	0	2
Colorado:Pt-69_Rl	0	0	5	0	0	0	175	44	0	46	1	0	0	0	0	0	0	2	4	6	52	0	0	19	4	1127	0	0	0	128	3	2	0	0	0	0	3	6	0	1	0	0	0	2	0	3	0	0	0	104	998	73	0	0	4	0	0	283	4	122	0	12	0	2	0	0	0	0	0	0	0	0	356	843	0	67	0	0	258	17	3	8	0	1	0	0	0	263	0	0
Colorado:Pt-89_Dx	0	0	131	5	71	0	781	84	2	14	30	15	1	1	4	1	5	8	3	0	5	0	2	211	14	56	68	155	47	68	87	31	2	0	0	0	22	295	4	60	0	5	0	3	0	652	0	0	0	0	2	2146	484	24	11	33	6	15	3	295	0	53	0	15	0	0	3	0	0	2	0	0	157	145	5	14	0	0	2	3	8	0	9	1	14	2	0	2	0	9
Columbia:AML1	0	0	1138	39	3	0	14	11	0	168	7	5	5	4	16	5	6	0	0	0	3	444	2146	6103	761	2050	374	1111	341	5	26	181	1	1	0	1	100	159	21	15	0	117	11	222	107	2883	23	4	3	1853	1903	4973	230	54	177	42	8	84	31	6	0	465	1	38	0	0	3	0	0	0	0	1	1	3	1	0	1	0	84	174	725	9	18	0	1	0	126	160	33	259
Columbia:AML10	0	4	8	4	21	0	199	386	7	948	0	1	0	1	2	1	0	4	3	4	50	1	3	373	1994	402	38	99	47	38	5	45	5	0	0	0	128	46	0	2	4	5	1	82	35	168	0	0	1	240	985	341	96	36	105	14	341	21	122	762	60	82	1	7	5	2	1	1	1	2	3	0	26	81	5	9	2	0	45	89	271	302	168	48	11	1	34	78	23	129
Columbia:AML11	0	0	56	2	22	4	59	78	0	6	0	0	0	0	1	0	0	0	4	1	41	3	1	29	85	127	43	40	0	19	8	44	0	0	0	0	3	4	1	1	0	0	0	0	0	2199	1	0	0	36	36	4619	3028	218	261	3	3	245	39	42	0	11	0	9	0	0	0	0	0	0	0	0	38	50	20	4	0	0	86	77	68	2	0	0	1	0	32	70	8	105
Columbia:AML12	0	0	16	8	6	0	47	57	0	17	2	0	0	0	0	0	0	3	2	3	109	1	1	17	42	20	31	207	36	56	13	230	0	0	0	0	2	159	0	25	0	0	2	1	2	6865	0	0	0	6	1	1926	291	13	8	117	55	47	71	89	0	88	0	0	0	0	0	0	0	0	0	0	3	53	2	17	0	0	3	0	0	0	161	0	0	0	0	0	0	653
Columbia:AML13	0	18	11	2	21	0	7	6	0	1	4	2	0	0	0	0	0	1	2	3	9	0	0	6	27	61	4	480	951	4	84	348	116	14	5	15	19	882	3	15	1	24	2	565	23	1921	0	0	0	0	0	67	0	1	18	4	0	12	0	21	0	4	2	0	0	0	1	0	0	0	0	0	0	7	0	2	0	0	1149	272	28	0	0	0	32	0	346	1085	117	0
Columbia:AML14	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	11	11	19	1	309	1343	0	54	538	0	0	0	0	74	9	0	0	0	3	0	20	0	421	0	0	0	1	4	4825	2	2	1143	39	0	12	2	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	6	1	1	1	0	0	0	0	54	1	6
Columbia:AML2	0	0	220	77	56	4	0	1	0	351	2	3	3	0	1	0	1	0	0	0	2	208	1397	1537	769	94	22	19	2	0	9	15	0	0	0	0	14	43	3	2	0	19	6	302	19	1061	2	0	8	19	200	55	9	6	1	0	32	6	21	2	0	141	8	11	0	0	0	0	0	0	0	4	0	0	0	0	0	0	18	5	71	24	11	2	0	0	0	0	2	19
Columbia:AML3	0	0	44	2	18	3	1	10	1	183	2	3	2	0	3	4	1	0	0	0	0	207	728	763	692	681	85	63	50	1	40	3	0	0	0	0	14	14	3	1	0	1	1	134	39	364	0	0	1	1157	610	519	87	35	26	1	26	8	49	4	0	158	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	77	21	149	108	94	0	0	0	8	35	28	1139
Columbia:AML4	0	1	50	20	23	5	89	100	5	1516	1	1	0	2	7	1	10	8	25	23	906	6	9	2458	146	446	143	20	20	38	117	139	2	0	0	0	9	16	2	3	1	8	1	9	15	1077	0	0	2	2357	1528	751	1862	146	113	30	8	296	185	94	0	66	9	56	0	0	0	0	0	0	0	0	5	25	4	3	0	0	53	27	60	1524	1	0	3	0	5	140	7	71
Columbia:AML5	0	0	63	17	519	4	66	53	1	3	1	0	0	0	0	0	1	0	1	0	54	0	0	6	0	1	6	15	7	37	18	34	0	0	0	0	13	16	0	8	0	0	0	0	0	1430	0	0	1	23	2	3595	9	3	7	7	355	1	40	148	0	6	0	7	0	0	0	0	0	0	0	0	2	12	3	1	0	0	1	0	0	25	158	4	0	0	0	0	0	1039
Columbia:AML6	0	0	44	13	218	6	57	65	0	105	1	2	0	8	3	0	3	8	43	17	544	0	1	186	22	182	21	8	3	39	121	305	0	0	0	0	5	3	2	4	2	1	1	0	0	185	0	0	2	282	261	1616	180	77	48	6	124	94	45	73	0	48	5	46	0	0	0	0	0	0	0	0	1	17	1	1	0	0	286	34	269	14	307	0	0	0	3	83	3	3027
Columbia:AML7	0	0	4	2	0	1	67	169	0	1478	0	0	0	0	3	0	1	0	0	0	0	1	0	865	1957	360	0	0	0	15	0	1	0	0	0	0	0	0	0	3	1	2	6	0	0	0	0	0	3	761	1399	10	0	0	1	0	1	0	1	15	0	192	4	26	0	0	0	0	0	0	0	0	8	6	1	2	0	0	0	1	20	2750	1	0	1	0	0	1	0	0
Columbia:AML9	0	6	166	64	7	0	91	146	0	966	0	0	1	2	4	0	3	2	16	3	326	4	41	538	2238	467	10	28	10	45	16	88	3	1	0	0	24	12	0	0	0	0	1	8	3	15	7	0	1	287	830	117	51	34	90	5	189	40	84	325	24	66	2	28	0	0	0	0	0	0	0	2	25	83	9	9	0	0	69	147	298	340	69	6	6	0	92	162	55	34
Columbia:BM_control	0	3	3	4	112	13	0	0	34	3	142	105	45	58	42	33	21	2	0	0	0	65	216	0	5	0	429	162	16	0	4	66	30	24	7	36	79	197	61	54	0	55	3	567	146	243	0	0	0	10	0	5	424	238	202	101	167	151	106	0	0	2	0	0	37	228	18	6	17	11	23	0	0	0	0	0	15	0	23	0	1	17	223	0	40	0	32	27	6	366
EBI:Donor 1	0	0	72	13	2	0	135	195	0	49	1	2	6	2	14	11	37	60	3	0	4	0	2	7	38	4	5	5	1	58	0	1	0	2	1	1	4	2	0	2	3	4	2	4	0	5	0	0	0	13	42	4	2	3	3	1	0	0	1	146	23	7	1	4	2	2	5	1	1	5	0	0	8	51	55	58	3	0	0	13	5	20	21	2	7	2	2	2	6	5
EBI:Donor 10	0	7	18	24	5	0	516	517	6	5	3	5	1	11	23	10	33	52	44	19	237	5	11	3	3	4	4	9	1	189	4	7	3	2	2	2	9	7	3	1	0	2	1	23	11	23	0	0	0	18	25	9	15	11	21	10	19	12	18	768	0	20	0	26	0	5	0	0	3	1	1	0	1	68	112	75	1	0	12	20	0	39	18	1	8	3	4	6	5	12
EBI:Donor 2	0	0	29	9	4	2	240	162	3	80	10	5	3	5	21	8	44	123	43	3	17	0	19	12	50	13	5	10	0	92	0	3	1	4	1	5	7	17	6	15	0	8	7	23	10	22	0	0	0	18	77	1	14	10	14	7	14	7	5	130	1	11	7	21	1	4	5	0	0	7	2	0	5	65	54	63	7	0	1	14	7	23	21	0	17	1	8	0	2	6
EBI:Donor 3	0	4	199	27	3	0	460	177	13	260	10	11	5	10	25	9	56	138	30	1	4	0	8	25	79	26	4	3	3	111	3	0	1	5	1	8	3	12	4	14	0	12	7	10	3	15	0	0	0	19	113	1	7	5	6	5	5	0	6	172	16	17	1	16	12	19	31	4	4	44	38	0	8	201	243	244	103	0	0	19	20	29	12	0	41	78	14	2	8	10
EBI:Donor 4	0	0	50	6	3	0	242	44	2	121	7	9	0	11	14	14	39	64	1	0	0	0	1	9	26	14	11	2	1	62	0	3	2	0	2	3	8	1	7	7	1	5	0	6	4	8	0	0	0	8	69	3	12	3	8	0	20	0	6	169	6	9	0	1	3	4	3	0	1	9	2	0	43	576	206	255	11	1	0	15	6	19	20	0	18	8	7	3	2	16
EBI:Donor 5	0	4	100	11	6	1	72	68	3	75	9	3	1	10	12	11	30	55	23	7	10	1	8	1	27	19	18	8	0	45	2	2	5	3	4	3	7	6	1	5	0	4	2	24	21	21	0	0	0	35	67	1	20	8	14	7	16	4	6	124	1	5	1	6	14	24	13	4	6	21	15	0	11	65	69	59	90	0	2	26	4	28	34	2	45	67	21	1	10	26
EBI:Donor 6	0	0	55	11	2	0	143	78	1	63	2	8	0	5	13	6	8	17	2	0	1	0	0	23	28	10	4	2	2	65	1	1	0	0	0	0	3	2	6	1	0	4	3	1	3	5	0	0	0	8	48	1	11	4	3	2	6	0	1	148	5	4	0	2	0	9	1	2	0	8	2	0	4	111	86	118	5	0	0	8	4	16	23	3	7	3	3	1	0	4
EBI:Donor 7	0	0	32	55	2	1	1462	308	25	6	5	9	5	12	4	4	26	27	12	11	126	4	11	9	1	2	10	11	1	233	10	7	10	7	0	4	8	10	1	6	1	14	0	7	17	10	0	0	0	12	13	3	13	6	17	12	11	14	9	1452	0	42	0	16	21	57	8	11	11	31	10	0	2	285	679	666	95	1	2	13	0	17	16	1	3	141	6	6	0	11
EBI:Donor 8	0	0	27	34	1	0	507	284	10	6	1	2	1	13	7	5	39	41	20	14	173	2	16	7	1	3	4	8	1	206	3	15	7	2	2	7	5	8	2	0	1	7	2	16	5	24	0	0	0	17	16	3	16	2	13	9	15	12	7	676	0	17	0	7	6	9	2	3	1	19	6	0	2	377	411	240	38	0	5	8	1	24	20	0	1	33	3	6	1	10
EBI:Donor 9	0	1	18	13	2	0	669	165	4	12	0	2	0	6	8	3	20	36	24	5	221	0	4	6	2	6	3	2	4	59	5	3	3	3	1	6	1	5	1	0	0	0	0	4	3	4	0	0	0	15	21	1	2	5	10	5	4	4	0	240	0	9	0	10	14	31	14	9	2	22	19	0	14	488	456	421	42	0	3	18	6	19	7	0	2	75	5	2	3	10
EBI:P01__Diagnosis	0	0	6	4	131	0	106	52	41	1	1	0	0	0	0	15	0	2	26	34	35	0	0	7	7	3	17	107	77	18	0	107	0	0	0	0	5	35	1	4	0	0	0	4	1	544	0	0	0	43	3	1268	1051	41	8	65	184	549	187	186	0	5	0	5	0	0	3	7	0	0	0	0	1	44	33	11	0	0	9	2	5	3	19	0	0	0	1	0	0	329
EBI:P01__Relapse	0	0	1	4	222	6	11	55	0	23	0	0	0	0	11	21	6	2	24	164	436	1	0	17	5	2	28	21	1	1	0	3	0	0	0	0	45	121	8	34	0	1	0	0	0	188	0	0	0	6	10	185	1664	473	22	2	1531	9	14	37	1	1	0	98	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	8	1691	3	2	0	0	1	2	7492
EBI:P02__Diagnosis	0	0	5	15	43	0	25	5	1	4	0	0	0	0	0	0	0	0	3	1	25	0	1	5	5	4	22	66	111	9	140	278	0	0	0	0	31	43	0	173	0	0	0	0	2	837	0	0	0	10	0	4624	198	12	28	44	143	160	182	18	1	0	0	0	0	0	0	0	0	0	0	0	0	8	28	5	0	0	11	1	0	1	7	0	0	0	1	6	0	820
EBI:P02__Relapse	0	2	0	0	4	1	44	26	6	836	0	6	2	6	11	1	7	28	28	25	1601	0	0	86	49	30	11	0	0	21	3	6	5	0	2	3	0	1	1	3	0	1	1	1	0	3	0	0	0	188	787	8	33	8	7	2	160	12	25	64	6	0	2	0	1	1	0	0	0	2	0	0	0	10	14	11	5	0	12	20	5	348	105	5	52	14	6	11	3	48
EBI:P03__Diagnosis	0	12	0	0	1	0	236	358	59	2	10	19	1	30	40	7	82	93	53	103	934	0	3	5	5	0	24	11	29	265	34	22	18	3	3	6	4	40	9	2	4	23	0	4	18	29	0	0	0	1	0	8	6	2	13	31	6	5	1	730	0	0	0	2	9	5	3	29	10	10	1	0	1	16	173	14	2	0	9	5	1	2	3	0	51	0	10	4	12	3
EBI:P03__Relapse	0	0	0	5	0	0	24	26	54	2	0	1	0	2	0	1	1	1	6	4	42	0	7	3	2	7	149	583	332	3	34	478	43	18	2	30	5	13	1	3	0	1	0	5	58	106	0	0	0	3	2	567	168	24	444	4936	3	8	2	157	0	0	0	12	0	0	2	0	4	3	0	0	0	5	10	2	0	0	1	1	0	0	1	0	15	1	1	7	0	4
EBI:P04__Diagnosis	0	0	2	3	0	0	65	70	0	2	1	0	0	0	2	0	7	15	1	0	168	0	2	10	1	25	4	3	6	72	23	147	0	0	0	0	0	3	0	0	0	0	0	0	0	23	0	0	0	233	47	729	19	1	5	1	11	128	53	144	0	4	0	4	0	0	0	0	0	0	0	0	0	6	36	46	0	1	254	31	8	13	3	0	0	0	5	79	8	70
EBI:P04__Relapse	0	1	1	0	1	0	10	10	1	1	5	1	1	1	2	1	3	1	3	6	17	0	2	0	0	0	58	124	90	6	17	355	0	0	0	0	67	131	12	33	0	2	0	0	5	1138	0	0	0	1	0	4590	181	103	92	62	163	39	13	16	0	4	0	0	0	1	1	0	0	0	0	0	0	1	4	4	1	0	71	0	0	1	182	0	0	0	2	2	1	2850
EBI:P05__Diagnosis	0	0	1	0	0	0	36	18	1	52	4	4	20	5	19	15	5	11	14	8	1128	0	8	50	14	0	9	86	70	19	14	29	0	0	0	0	11	25	8	10	0	34	2	16	42	56	0	0	0	0	0	63	4	1	11	29	0	0	0	38	0	0	0	0	0	0	0	6	0	0	0	0	0	14	46	5	0	0	3	0	1	2	1	0	0	0	0	0	0	0
EBI:P05__Relapse	0	3	2	5	3	0	32	8	38	0	12	5	15	1	2	0	1	0	0	2	12	6	25	0	0	0	863	1837	2827	22	94	409	1	0	0	0	25	551	12	67	1	23	15	131	3117	708	0	0	0	0	1	1573	15	25	202	2153	0	0	0	83	0	2	0	1	0	0	0	4	1	1	0	0	0	3	15	4	0	0	2	0	1	0	0	1	0	1	1	0	1	0
EBI:P06__Diagnosis	0	0	5	14	0	0	13	39	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	198	0	0	1	13	0	24	0	0	0	0	23	0	1	0	0	0	0	0	0	0	0	0	0	610	450	1018	4	45	31	0	14	251	152	402	0	23	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	655	198	0	4	3	0	0	0	8	175	20	138
EBI:P06__Relapse	0	0	2	6	2	0	1713	680	2	4	0	1	0	0	5	0	2	4	9	9	381	0	0	0	0	6	2	6	14	138	23	22	0	0	0	0	3	23	0	3	0	2	0	0	0	30	0	0	0	1	32	72	133	28	6	4	9	9	6	1630	63	0	0	12	0	0	0	1	0	0	0	0	27	419	808	198	0	0	1	0	0	4	4	31	1	0	0	0	0	29
EBI:P07__Diagnosis	0	0	4	1	4	0	83	60	0	669	7	15	1	10	12	9	42	63	33	7	364	0	0	64	379	150	23	8	0	28	0	4	0	0	0	1	6	8	2	8	1	7	4	6	16	26	0	0	0	357	1401	45	4	2	5	0	0	40	2	144	3	85	1	2	0	0	0	0	0	0	0	0	0	88	60	23	0	0	165	69	0	7	5	2	1	0	23	98	2	18
EBI:P07__Relapse	0	0	0	2	11	0	84	93	0	221	2	4	7	8	5	3	17	25	15	3	92	0	0	292	147	67	440	93	4	28	3	10	1	0	0	1	28	23	10	16	1	0	4	2	55	124	0	0	0	44	317	70	120	74	48	24	189	70	77	205	256	14	0	2	0	0	0	0	0	0	0	0	1	34	54	14	0	0	5	27	43	139	257	81	1	0	7	44	2	189
EBI:P08__Diagnosis	0	2	1	5	195	1	298	68	0	476	6	4	2	4	8	16	49	145	114	78	1710	6	65	130	170	349	347	467	43	93	5	71	3	0	0	4	19	178	5	13	0	2	0	5	199	308	0	0	0	141	475	1732	849	97	93	89	42	89	78	97	0	74	0	13	0	0	0	1	0	1	0	0	1	51	31	39	0	1	47	194	43	117	58	0	7	0	67	108	21	411
EBI:P08__Relapse	0	0	1	0	0	0	27	20	3	6	0	0	0	0	10	4	31	33	16	93	2206	0	9	3	0	2	9	52	8	17	6	3	1	1	0	0	1	5	2	2	0	1	0	2	24	9	0	0	0	1	6	188	1	2	3	1	8	1	1	60	0	0	0	0	2	3	0	1	0	0	0	0	1	0	1	0	0	0	2	3	0	6	4	0	2	0	3	5	1	4
EBI:P09__Diagnosis	0	1	1	0	3	0	26	36	0	1	0	0	1	11	9	2	8	13	15	15	159	0	0	0	0	2	0	0	10	5	105	151	0	0	0	0	1	23	1	32	0	0	0	0	0	214	0	0	0	18	3	1799	7	2	10	2	509	62	84	31	0	0	0	21	0	0	0	0	0	0	0	0	0	10	14	1	0	0	40	2	0	8	256	4	0	0	0	16	0	1047
EBI:P09__Relapse	0	0	5	1	1	0	14	16	0	2	0	0	0	0	0	0	2	1	1	13	129	0	1	0	0	3	0	0	14	3	20	7	0	1	1	2	12	0	6	4	0	0	0	0	0	8	0	0	0	3	0	2290	6	3	33	0	718	7	21	12	0	0	0	0	0	0	0	0	0	0	0	0	1	2	11	2	2	0	1	1	0	5	622	0	10	5	0	2	1	2340
EBI:P10__Diagnosis	0	0	0	4	15	4	5	1	3	15	4	0	1	0	0	0	0	0	0	1	5	5	6	2	2	10	615	414	202	2	24	2281	21	5	3	3	74	144	0	22	1	53	18	1	86	450	0	0	0	31	26	938	2563	1047	1025	1687	111	933	194	9	0	1	0	2	0	0	0	0	0	0	0	0	0	0	4	5	0	0	43	13	5	37	123	4	36	0	1	166	2	324
EBI:P10__Relapse	0	0	0	0	5	0	0	1	0	5	0	0	0	0	0	0	0	0	3	1	7	0	0	6	6	4	4	20	6	1	1	264	7	0	0	1	0	9	1	2	0	3	1	0	0	21	0	0	0	47	25	111	33	8	45	70	14	464	68	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	5	4	14	3	0	10	0	0	38	0	1
